,,Valor,Valor,Valor,Valor,Valor,Valor,Valor,Valor,datetime,datetime,datetime,datetime,datetime,datetime,datetime,datetime,year,year,year,year,year,year,year,year,month,month,month,month,month,month,month,month,day,day,day,day,day,day,day,day
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
Perus,MP10,28209.0,30.176858449431034,0.0,11.0,24.0,42.0,555.0,26.94369026626351,28209,2021-02-19 12:48:26.519196160,2019-03-10 01:00:00,2020-03-07 20:00:00,2021-02-06 19:00:00,2022-02-11 02:00:00,2023-01-01 00:00:00,,28209.0,2020.6058704668724,2019.0,2020.0,2021.0,2022.0,2022.0,1.1050865329989756,28209.0,6.8849657910595905,1.0,4.0,7.0,10.0,12.0,3.4026850467279375,28209.0,15.928462547413947,1.0,8.0,16.0,24.0,31.0,8.753764358038813
Perus,MP2.5,23541.0,15.036744403381334,0.0,6.0,12.0,21.0,403.0,13.577696139598354,23541,2021-03-25 21:17:28.451637760,2019-03-10 01:00:00,2020-06-27 07:00:00,2021-04-08 10:00:00,2022-02-14 16:00:00,2022-12-31 23:00:00,,23541.0,2020.7229514464127,2019.0,2020.0,2021.0,2022.0,2022.0,1.0401271353387227,23541.0,6.608980077311924,1.0,4.0,7.0,9.0,12.0,3.430346242668563,23541.0,15.907395607663226,1.0,9.0,16.0,23.0,31.0,8.656716916161406
Perus,O3,28134.0,49.295905310300704,0.0,23.0,43.0,67.0,298.0,34.979650201346665,28134,2021-02-11 16:53:43.672424704,2019-03-10 01:00:00,2020-03-03 00:15:00,2021-01-28 09:30:00,2022-02-10 02:45:00,2023-01-01 00:00:00,,28134.0,2020.5820359707116,2019.0,2020.0,2021.0,2022.0,2022.0,1.0968485987257117,28134.0,6.91647117366887,1.0,4.0,7.0,10.0,12.0,3.3664860225226105,28134.0,15.85402004691832,1.0,8.0,16.0,23.0,31.0,8.722366290442176
Pico do Jaraguá,MP2.5,48149.0,13.059045878419074,0.0,5.0,10.0,18.0,396.0,11.566633634573504,48149,2019-11-06 01:36:15.297513728,2016-07-20 01:00:00,2018-02-27 04:00:00,2019-10-31 11:00:00,2021-07-24 18:00:00,2023-01-01 00:00:00,,48149.0,2019.3218550748718,2016.0,2018.0,2019.0,2021.0,2022.0,1.9178376112036757,48149.0,6.811958711499719,1.0,4.0,7.0,10.0,12.0,3.3557501565260797,48149.0,15.656919146815095,1.0,8.0,16.0,23.0,31.0,8.791896866705882
Pico do Jaraguá,NO,7631.0,5.551565980867514,0.0,0.0,1.0,4.0,162.0,13.07925963525307,7631,2017-07-12 17:56:11.668195328,2017-01-01 01:00:00,2017-04-22 17:30:00,2017-07-17 22:00:00,2017-10-05 18:30:00,2017-12-31 23:00:00,,7631.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7631.0,6.870266020180841,1.0,4.0,7.0,10.0,12.0,3.3000965743043227,7631.0,15.535971694404402,1.0,8.0,15.0,23.0,31.0,8.858135413870686
Pico do Jaraguá,NO2,45734.0,16.643197621025934,0.0,8.0,13.0,21.0,162.0,13.670300950838644,45734,2019-10-05 14:37:45.999038208,2016-07-20 02:00:00,2018-02-11 20:15:00,2019-10-02 09:30:00,2021-05-09 22:45:00,2023-01-01 00:00:00,,45734.0,2019.2387501639919,2016.0,2018.0,2019.0,2021.0,2022.0,1.8699787141538742,45734.0,6.771417326278042,1.0,4.0,7.0,10.0,12.0,3.375333460540568,45734.0,15.780622731447064,1.0,8.0,16.0,24.0,31.0,8.911229433231409
Pico do Jaraguá,O3,46812.0,54.16820473382893,0.0,30.0,47.0,73.0,290.0,33.301816008681904,46812,2019-10-22 23:50:40.297359872,2016-07-20 01:00:00,2018-02-26 17:45:00,2019-10-31 03:30:00,2021-07-07 13:15:00,2023-01-01 00:00:00,,46812.0,2019.2900538323506,2016.0,2018.0,2019.0,2021.0,2022.0,1.9353904063414997,46812.0,6.722720669913698,1.0,4.0,7.0,10.0,12.0,3.324184117157876,46812.0,15.889921387678372,1.0,8.0,16.0,23.0,31.0,8.809840577335727
Pinheiros,CO,57009.0,728.7621963998557,0.0,374.2984409799554,499.064588,873.363029,6612.605791,655.9793774175808,57009,2018-11-02 16:42:11.916013312,2015-01-01 01:00:00,2016-12-25 08:00:00,2018-11-14 09:00:00,2020-07-29 16:00:00,2023-01-01 00:00:00,,57009.0,2018.3618200634987,2015.0,2016.0,2018.0,2020.0,2022.0,2.2359884991452685,57009.0,6.229086635443527,1.0,3.0,6.0,9.0,12.0,3.5141501793419683,57009.0,15.700749004543143,1.0,8.0,16.0,23.0,31.0,8.827796349480531
Pinheiros,FMC,417.0,16.78896882494005,1.0,7.0,12.0,20.0,127.0,15.839142518235263,417,2019-02-01 14:14:14.676259328,2015-01-21 01:00:00,2017-03-08 01:00:00,2019-02-04 01:00:00,2021-02-17 01:00:00,2022-12-19 01:00:00,,417.0,2018.5875299760191,2015.0,2017.0,2019.0,2021.0,2022.0,2.277109733869858,417.0,6.525179856115108,1.0,4.0,7.0,9.0,12.0,3.354096810213676,417.0,15.640287769784173,1.0,8.0,16.0,23.0,31.0,8.668583190601224
Pinheiros,MP10,46508.0,27.746796250107508,0.0,13.0,23.0,37.0,225.0,20.893302194828117,46508,2019-04-28 19:11:30.152231936,2015-01-01 01:00:00,2017-08-27 18:45:00,2019-07-01 15:30:00,2021-04-28 22:15:00,2023-01-01 00:00:00,,46508.0,2018.8328889653394,2015.0,2017.0,2019.0,2021.0,2022.0,2.197101816562287,46508.0,6.406424701126688,1.0,4.0,6.0,9.0,12.0,3.257261505745347,46508.0,15.43917175539692,1.0,8.0,15.0,23.0,31.0,8.753998152009578
Pinheiros,MP2.5,42788.0,15.913784238571562,0.0,7.0,13.0,21.0,111.0,13.232096967848596,42788,2019-02-11 07:17:41.288211712,2015-01-01 01:00:00,2017-06-30 03:45:00,2018-12-30 00:00:00,2021-02-23 06:15:00,2022-12-07 09:00:00,,42788.0,2018.635902589511,2015.0,2017.0,2018.0,2021.0,2022.0,2.2049642945379593,42788.0,6.2535757689071705,1.0,3.0,6.0,9.0,12.0,3.3429308183596236,42788.0,15.49731233055997,1.0,8.0,15.0,23.0,31.0,8.78958739040205
Pinheiros,NO,8228.0,32.17914438502674,0.0,3.0,9.0,30.0,524.0,61.478790330727335,8228,2017-07-01 19:00:40.252795392,2017-01-02 11:00:00,2017-04-04 13:45:00,2017-07-02 13:30:00,2017-09-27 11:15:00,2017-12-31 23:00:00,,8228.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8228.0,6.506198347107438,1.0,4.0,7.0,9.0,12.0,3.3499487737447833,8228.0,15.615094798249878,1.0,8.0,16.0,23.0,31.0,8.760192661932578
Pinheiros,NO2,58965.0,36.60418892563385,0.0,20.0,33.0,48.0,235.0,22.389566919143363,58965,2018-10-19 06:03:41.622996736,2015-01-01 01:00:00,2016-11-10 06:00:00,2018-09-08 13:00:00,2020-08-27 05:00:00,2023-01-01 00:00:00,,58965.0,2018.305028406682,2015.0,2016.0,2018.0,2020.0,2022.0,2.252352406295099,58965.0,6.435343000084796,1.0,3.0,6.0,10.0,12.0,3.455603722874364,58965.0,15.712236072246247,1.0,8.0,16.0,23.0,31.0,8.820661576534327
Pinheiros,O3,63651.0,29.315517430990873,0.0,6.0,23.0,42.0,262.0,29.022300514522925,63651,2018-12-21 08:02:33.499552,2015-01-01 01:00:00,2016-12-29 06:30:00,2019-01-14 11:00:00,2020-12-13 00:30:00,2023-01-01 00:00:00,,63651.0,2018.4741952208135,2015.0,2016.0,2019.0,2020.0,2022.0,2.2773117296637713,63651.0,6.47650468963567,1.0,3.0,6.0,9.0,12.0,3.464744697258015,63651.0,15.739171419145025,1.0,8.0,16.0,23.0,31.0,8.832272932355549
Pinheiros,PTS,164.0,50.94512195121951,12.0,26.75,41.5,65.25,223.0,33.18256860904892,164,2020-08-09 08:19:01.463414528,2018-03-07 01:00:00,2019-03-16 13:00:00,2020-09-17 01:00:00,2022-01-30 13:00:00,2022-12-19 01:00:00,,164.0,2020.0853658536585,2018.0,2019.0,2020.0,2022.0,2022.0,1.5123314752714805,164.0,6.786585365853658,1.0,4.0,7.0,10.0,12.0,3.3134143491434456,164.0,15.439024390243903,1.0,8.0,16.0,22.0,30.0,8.546656593057127
Pinheiros,SO2,89.0,3.898876404494382,3.0,3.0,3.0,5.0,10.0,1.6586203454858657,89,2019-01-18 05:51:14.157303296,2015-01-01 01:00:00,2017-01-01 01:00:00,2018-12-01 01:00:00,2021-03-01 01:00:00,2022-09-01 01:00:00,,89.0,2018.6179775280898,2015.0,2017.0,2018.0,2021.0,2022.0,2.4425471893530633,89.0,6.168539325842697,1.0,3.0,6.0,9.0,12.0,3.344724322979602,89.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Piracicaba,MP10,56557.0,33.964973389677674,0.0,17.0,28.0,44.0,459.0,25.361340012515964,56557,2018-10-20 07:48:14.092685312,2015-01-01 01:00:00,2016-08-21 18:00:00,2018-07-31 23:00:00,2021-04-25 22:00:00,2023-01-01 00:00:00,,56557.0,2018.297717347101,2015.0,2016.0,2018.0,2021.0,2022.0,2.422010178958609,56557.0,6.557419948017045,1.0,4.0,7.0,10.0,12.0,3.436332448605773,56557.0,15.777657938009442,1.0,8.0,16.0,23.0,31.0,8.760201179234354
Piracicaba,MP2.5,65008.0,13.011613955205513,0.0,6.0,11.0,18.0,236.0,9.687642627060146,65008,2018-12-28 06:45:35.884814080,2015-01-01 01:00:00,2016-12-07 21:45:00,2019-01-01 20:30:00,2020-12-23 05:15:00,2023-01-01 00:00:00,,65008.0,2018.486755476249,2015.0,2016.0,2019.0,2020.0,2022.0,2.3159747915806386,65008.0,6.552901181393059,1.0,4.0,7.0,9.0,12.0,3.4593292015994486,65008.0,15.782180654688654,1.0,8.0,16.0,23.0,31.0,8.81574435674863
Piracicaba,NO,7124.0,3.0725715889949465,0.0,0.0,1.0,3.0,110.0,6.319264299740491,7124,2017-07-04 03:37:54.003369216,2017-01-01 02:00:00,2017-03-26 20:45:00,2017-06-30 09:30:00,2017-10-14 19:15:00,2017-12-31 23:00:00,,7124.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7124.0,6.579870859067939,1.0,3.0,6.0,10.0,12.0,3.6257141116205007,7124.0,15.622122403144301,1.0,8.0,16.0,23.0,31.0,8.834468771934041
Piracicaba,NO2,56297.0,15.597740554558857,0.0,8.0,13.0,21.0,115.0,10.724300914683678,56297,2019-02-25 20:52:29.304581120,2015-01-01 02:00:00,2017-03-02 06:00:00,2019-02-24 08:00:00,2021-02-14 15:00:00,2022-12-31 23:00:00,,56297.0,2018.6565713981206,2015.0,2017.0,2019.0,2021.0,2022.0,2.254194735910117,56297.0,6.470735563173881,1.0,3.0,7.0,9.0,12.0,3.462450161448067,56297.0,15.813187203581007,1.0,8.0,16.0,24.0,31.0,8.849232062147598
Piracicaba,O3,62383.0,42.53703733388904,0.0,16.0,35.0,64.0,223.0,33.30875199931472,62383,2019-01-10 18:26:22.584999168,2015-01-01 01:00:00,2016-12-24 18:30:00,2019-01-11 13:00:00,2021-01-25 19:30:00,2023-01-01 00:00:00,,62383.0,2018.5225462064986,2015.0,2016.0,2019.0,2021.0,2022.0,2.3103103436859342,62383.0,6.564528797909687,1.0,4.0,7.0,10.0,12.0,3.457672600584222,62383.0,15.824808040652101,1.0,8.0,16.0,24.0,31.0,8.840828228931093
Piracicaba - Algodoal,MP10,180.0,34.07222222222222,6.0,19.0,27.5,42.0,159.0,22.927388553259377,180,2016-09-06 20:19:59.999999744,2015-01-21 01:00:00,2015-10-28 13:00:00,2016-07-25 01:00:00,2017-07-19 13:00:00,2021-08-10 01:00:00,,180.0,2016.2055555555555,2015.0,2015.0,2016.0,2017.0,2021.0,1.096959852813241,180.0,6.2555555555555555,1.0,3.0,6.0,9.0,12.0,3.4900052379820505,180.0,16.07777777777778,1.0,9.0,16.0,23.25,31.0,8.591574120737661
Presidente Prudente,MP10,62414.0,20.87648604479764,0.0,10.0,17.0,28.0,659.0,15.761482035091163,62414,2018-10-26 11:40:34.646072832,2015-01-01 01:00:00,2016-11-16 06:15:00,2018-09-27 20:30:00,2020-07-19 23:45:00,2023-01-01 00:00:00,,62414.0,2018.3271381420834,2015.0,2016.0,2018.0,2020.0,2022.0,2.2610272308134167,62414.0,6.408049476079085,1.0,3.0,6.0,10.0,12.0,3.514628796327322,62414.0,15.71347774537764,1.0,8.0,16.0,23.0,31.0,8.823547138095545
Presidente Prudente,NO,6568.0,2.1621498172959805,0.0,0.0,1.0,2.0,135.0,6.570815939998716,6568,2017-07-07 05:24:08.660170496,2017-01-01 02:00:00,2017-03-13 10:45:00,2017-07-01 02:30:00,2017-10-20 09:15:00,2017-12-31 23:00:00,,6568.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,6568.0,6.685444579780755,1.0,3.0,7.0,10.0,12.0,3.6662193997836434,6568.0,15.444123020706456,1.0,8.0,15.0,23.0,31.0,8.967154021675679
Presidente Prudente,NO2,61300.0,11.42588907014682,0.0,4.0,7.0,13.0,179.0,13.02146920435251,61300,2018-12-08 21:03:54.146818816,2015-01-01 02:00:00,2016-11-22 23:00:00,2018-12-10 21:30:00,2020-10-14 12:15:00,2023-01-01 00:00:00,,61300.0,2018.4467373572593,2015.0,2016.0,2018.0,2020.0,2022.0,2.2924671056073445,61300.0,6.399820554649266,1.0,3.0,6.0,9.0,12.0,3.4774920435804018,61300.0,15.667177814029364,1.0,8.0,16.0,23.0,31.0,8.844269840925268
Presidente Prudente,O3,66384.0,49.23674379368523,0.0,32.0,47.0,64.0,171.0,23.475382493468665,66384,2019-01-05 19:21:25.412147712,2015-01-01 01:00:00,2016-12-30 03:45:00,2019-01-03 08:30:00,2021-02-02 10:15:00,2023-01-01 00:00:00,,66384.0,2018.5178506869124,2015.0,2016.0,2019.0,2021.0,2022.0,2.3037916418413587,66384.0,6.461707640395276,1.0,4.0,6.0,9.0,12.0,3.43548391956122,66384.0,15.751732345143408,1.0,8.0,16.0,23.0,31.0,8.835933066813348
Ribeirão Preto,CO,33664.0,469.6260926843966,0.0,249.532294,374.2984409799554,499.064588,4242.048997772828,314.29104947031425,33664,2020-05-19 02:28:27.390684416,2018-01-01 01:00:00,2018-12-21 18:45:00,2020-01-17 11:30:00,2021-12-02 23:15:00,2023-01-01 00:00:00,,33664.0,2019.8671875,2018.0,2018.0,2020.0,2021.0,2022.0,1.5212326996524872,33664.0,6.673716730038023,1.0,3.0,7.0,10.0,12.0,3.6793068976814203,33664.0,15.711353374524714,1.0,8.0,16.0,23.0,31.0,8.715985265853138
Ribeirão Preto,MP10,43939.0,33.59828398461504,0.0,14.0,24.0,42.0,818.0,32.848394649627586,43939,2019-11-28 23:55:41.177541632,2016-12-07 09:00:00,2018-05-28 15:30:00,2019-08-31 05:00:00,2021-09-09 11:30:00,2023-01-01 00:00:00,,43939.0,2019.3774323493935,2016.0,2018.0,2019.0,2021.0,2022.0,1.8178505408747165,43939.0,6.896174241562166,1.0,4.0,7.0,10.0,12.0,3.6001702702803366,43939.0,15.674548806299642,1.0,8.0,16.0,23.0,31.0,8.732207413313047
Ribeirão Preto,MP2.5,43316.0,14.85261797026503,0.0,6.0,11.0,19.0,314.0,15.037704056866811,43316,2019-12-15 00:50:33.105549824,2017-01-11 15:00:00,2018-06-12 11:45:00,2019-09-08 11:30:00,2021-09-11 05:15:00,2023-01-01 00:00:00,,43316.0,2019.4283174808386,2017.0,2018.0,2019.0,2021.0,2022.0,1.7672644106431243,43316.0,6.812263366885215,1.0,4.0,7.0,10.0,12.0,3.56689449888045,43316.0,15.705651491365778,1.0,8.0,16.0,23.0,31.0,8.715238076608207
Ribeirão Preto,NO,5588.0,8.771474588403722,0.0,1.0,2.0,8.0,129.0,15.694832144679008,5588,2017-07-22 22:30:19.971367168,2017-02-23 02:00:00,2017-05-22 10:45:00,2017-07-30 11:30:00,2017-10-02 18:15:00,2017-12-22 23:00:00,,5588.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,5588.0,7.179133858267717,2.0,5.0,7.0,10.0,12.0,2.729879843619555,5588.0,16.399964209019327,1.0,9.0,17.0,24.0,31.0,8.586863147899358
Ribeirão Preto,NO2,33836.0,9.611626669819127,0.0,4.0,8.0,13.0,73.0,7.250332638258304,33836,2020-01-17 01:50:39.295425024,2016-12-07 13:00:00,2018-07-30 14:45:00,2019-09-23 22:30:00,2021-12-05 07:15:00,2023-01-01 00:00:00,,33836.0,2019.4965716987824,2016.0,2018.0,2019.0,2021.0,2022.0,1.7879669573598316,33836.0,7.076043267525712,1.0,4.0,7.0,10.0,12.0,3.4998420478731282,33836.0,15.821521456436932,1.0,8.0,16.0,23.0,31.0,8.764615049387803
Ribeirão Preto,O3,34912.0,53.05299037580202,0.0,26.0,50.0,74.0,178.0,30.095154283664808,34912,2020-06-11 05:38:25.992208896,2016-12-07 14:00:00,2019-01-20 01:45:00,2020-02-12 19:30:00,2021-11-27 20:15:00,2023-01-01 00:00:00,,34912.0,2019.9184521081577,2016.0,2019.0,2020.0,2021.0,2022.0,1.5250839467752415,34912.0,6.821780476626948,1.0,4.0,7.0,10.0,12.0,3.579863087890247,34912.0,15.618383363886343,1.0,8.0,16.0,23.0,31.0,8.697986653818107
Ribeirão Preto - Campos Elíseos,MP10,27.0,45.370370370370374,19.0,33.0,42.0,53.5,92.0,17.589656375154444,27,2015-05-21 01:00:00,2015-01-15 01:00:00,2015-02-23 01:00:00,2015-05-27 01:00:00,2015-08-10 01:00:00,2015-10-24 01:00:00,,27.0,2015.0,2015.0,2015.0,2015.0,2015.0,2015.0,0.0,27.0,5.185185185185185,1.0,2.0,5.0,8.0,10.0,3.1383121019112883,27.0,14.407407407407407,1.0,7.5,14.0,21.5,30.0,9.07345773824044
Rio Claro - Jardim Guanabara,MP10,32933.0,40.100841101630586,0.0,18.0,30.0,52.0,558.0,33.45474331387735,32933,2021-01-18 03:13:59.631980032,2015-01-09 01:00:00,2020-02-04 01:00:00,2021-01-26 03:00:00,2022-01-09 08:00:00,2023-01-01 00:00:00,,32933.0,2020.5310175204202,2015.0,2020.0,2021.0,2022.0,2022.0,1.1443486158032397,32933.0,6.725655117966781,1.0,4.0,7.0,10.0,12.0,3.3489072220488376,32933.0,15.755351774815535,1.0,8.0,16.0,23.0,31.0,8.774953779711723
Rio Claro - Jardim Guanabara,MP2.5,27554.0,17.209152936052842,0.0,8.0,13.0,22.0,312.0,14.97951231734193,27554,2021-03-22 10:53:35.881541376,2019-05-30 01:00:00,2020-05-05 10:15:00,2021-03-19 02:30:00,2022-02-11 17:45:00,2023-01-01 00:00:00,,27554.0,2020.6752921535892,2019.0,2020.0,2021.0,2022.0,2022.0,1.0619718594791885,27554.0,7.078536691587428,1.0,5.0,7.0,10.0,12.0,3.367755833805112,27554.0,15.545147709951369,1.0,8.0,15.0,23.0,31.0,8.867617698192845
Rio Claro - Jardim Guanabara,O3,31395.0,43.02911291606944,0.0,17.0,36.0,65.0,192.0,31.526699324539017,31395,2021-02-05 12:10:41.911132160,2019-02-23 01:00:00,2020-02-05 12:30:00,2021-02-13 13:00:00,2022-01-29 19:30:00,2023-01-01 00:00:00,,31395.0,2020.576397515528,2019.0,2020.0,2021.0,2022.0,2022.0,1.1113044000401147,31395.0,6.786972447842013,1.0,4.0,7.0,10.0,12.0,3.357380422914826,31395.0,15.672368211498647,1.0,8.0,16.0,23.0,31.0,8.762759023489595
Salto - Centro,FMC,329.0,12.036474164133738,2.0,8.0,11.0,15.0,39.0,6.203746485585121,329,2019-02-14 11:43:24.255319296,2015-02-08 01:00:00,2017-03-26 01:00:00,2019-03-12 01:00:00,2021-01-12 01:00:00,2022-11-19 01:00:00,,329.0,2018.6170212765958,2015.0,2017.0,2019.0,2021.0,2022.0,2.273753129800514,329.0,6.586626139817629,1.0,4.0,6.0,10.0,12.0,3.4955464500993876,329.0,15.866261398176292,1.0,9.0,16.0,23.0,30.0,8.534384453048638
Salto - Centro,SO2,72.0,4.083333333333333,3.0,3.0,3.0,5.0,8.0,1.4413413158348005,72,2018-07-10 16:20:00,2015-01-01 01:00:00,2016-09-15 19:00:00,2018-03-16 13:00:00,2020-03-02 07:00:00,2022-09-01 01:00:00,,72.0,2018.0972222222222,2015.0,2016.0,2018.0,2020.0,2022.0,2.2899641563233466,72.0,6.125,1.0,3.0,6.0,9.0,12.0,3.262840290385568,72.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Santa Gertrudes,MP10,66920.0,52.47060669456067,0.0,25.0,40.0,65.0,696.0,44.720648847599385,66920,2019-01-02 21:59:06.796174592,2015-01-01 01:00:00,2016-12-12 06:45:00,2019-01-23 09:30:00,2020-12-30 02:15:00,2023-01-01 00:00:00,,66920.0,2018.5093395098625,2015.0,2016.0,2019.0,2020.0,2022.0,2.298656818968704,66920.0,6.468290496114764,1.0,4.0,6.0,9.0,12.0,3.42703915725917,66920.0,15.760460251046025,1.0,8.0,16.0,23.0,31.0,8.851440869523596
Santa Gertrudes,MP2.5,33185.0,17.17580232032545,0.0,8.0,14.0,22.0,209.0,13.617196801700231,33185,2020-09-18 19:43:00.370649600,2017-02-18 01:00:00,2019-07-24 20:00:00,2020-09-20 05:00:00,2021-11-11 21:00:00,2023-01-01 00:00:00,,33185.0,2020.178213048064,2017.0,2019.0,2020.0,2021.0,2022.0,1.3126540874071821,33185.0,6.977098086484857,1.0,4.0,7.0,10.0,12.0,3.494901725503826,33185.0,15.609823715534127,1.0,8.0,15.0,23.0,31.0,8.733943108287477
Santa Gertrudes,NO2,40146.0,33.44756638270314,0.0,19.0,30.0,43.0,149.0,19.739277129182128,40146,2020-08-01 10:39:43.500224,2018-02-14 02:00:00,2019-05-22 20:15:00,2020-07-26 23:30:00,2021-10-04 11:45:00,2023-01-01 00:00:00,,40146.0,2020.066806157525,2018.0,2019.0,2020.0,2021.0,2022.0,1.3877282369476442,40146.0,6.717879738952822,1.0,4.0,7.0,10.0,12.0,3.3474018527234493,40146.0,15.86412095850147,1.0,8.0,16.0,24.0,31.0,8.848191423345115
Santa Gertrudes - Jd. Luciana,MP10,409.0,73.2958435207824,6.0,44.0,65.0,95.0,248.0,40.69070336728617,409,2019-01-14 06:37:59.706601472,2015-01-09 01:00:00,2016-12-19 01:00:00,2019-02-04 01:00:00,2020-12-13 01:00:00,2022-12-19 01:00:00,,409.0,2018.5452322738386,2015.0,2016.0,2019.0,2020.0,2022.0,2.2973840638001533,409.0,6.432762836185819,1.0,3.0,6.0,9.0,12.0,3.3557095688948304,409.0,15.581907090464547,1.0,8.0,16.0,23.0,31.0,8.662447989894149
Santana,MP10,16083.0,29.29596468320587,0.0,14.0,24.0,39.0,270.0,21.08074740638448,16083,2016-01-15 20:25:35.310576128,2015-01-05 15:00:00,2015-07-22 01:30:00,2016-01-22 17:00:00,2016-07-08 21:30:00,2016-12-31 23:00:00,,16083.0,2015.532363365044,2015.0,2015.0,2016.0,2016.0,2016.0,0.4989670257695297,16083.0,6.599204128582976,1.0,3.0,7.0,10.0,12.0,3.503231668569617,16083.0,16.05651930609961,1.0,9.0,16.0,24.0,31.0,8.751916747621124
Santana,MP2.5,45124.0,16.30633365836362,0.0,7.0,13.0,22.0,234.0,13.057638728646152,45124,2020-03-02 08:45:17.790976256,2017-05-29 01:00:00,2018-09-17 03:45:00,2020-02-21 13:30:00,2021-08-10 12:15:00,2023-01-01 00:00:00,,45124.0,2019.6374656502082,2017.0,2018.0,2020.0,2021.0,2022.0,1.6457430522943077,45124.0,6.876606683804627,1.0,4.0,7.0,10.0,12.0,3.3770342337253605,45124.0,15.726553497030405,1.0,8.0,16.0,23.0,31.0,8.852169291893823
Santana,O3,65803.0,36.88597784295549,0.0,11.0,28.0,51.0,380.0,33.742467443450245,65803,2019-01-25 03:28:53.173259776,2015-01-01 01:00:00,2017-02-01 00:00:00,2019-01-20 21:00:00,2021-01-17 01:30:00,2023-01-01 00:00:00,,65803.0,2018.5613269911705,2015.0,2017.0,2019.0,2021.0,2022.0,2.274140745895212,65803.0,6.573454097837485,1.0,4.0,7.0,10.0,12.0,3.440819756218845,65803.0,15.797729586796954,1.0,8.0,16.0,23.0,31.0,8.815136512016336
Santo Amaro,CO,53396.0,687.1110704580836,0.0,374.2984409799554,499.064588,873.363029,5240.178173719377,479.8258618013714,53396,2018-11-06 06:05:21.327440384,2015-01-01 01:00:00,2016-11-02 05:45:00,2018-10-02 12:30:00,2020-09-27 10:15:00,2023-01-01 00:00:00,,53396.0,2018.3538280020975,2015.0,2016.0,2018.0,2020.0,2022.0,2.3049315762599583,53396.0,6.442505056558543,1.0,3.0,6.0,9.0,12.0,3.4583403260956067,53396.0,15.70055809423927,1.0,8.0,16.0,23.0,31.0,8.686360317987477
Santo Amaro,MP10,61090.0,24.76881650024554,0.0,12.0,20.0,32.0,209.0,19.296046467574797,61090,2018-12-10 06:09:13.406449664,2015-01-01 01:00:00,2016-12-07 15:15:00,2018-09-30 11:30:00,2021-01-19 16:45:00,2023-01-01 00:00:00,,61090.0,2018.432542150925,2015.0,2016.0,2018.0,2021.0,2022.0,2.3029790962089436,61090.0,6.616893108528401,1.0,4.0,7.0,10.0,12.0,3.4485713861841676,61090.0,15.60109674251105,1.0,8.0,15.0,23.0,31.0,8.713160688744214
Santo Amaro,MP2.5,108.0,12.175925925925926,1.0,6.0,10.0,15.0,46.0,8.986832219433952,108,2022-01-05 15:39:59.999999744,2021-01-06 01:00:00,2021-07-09 13:00:00,2022-01-20 01:00:00,2022-07-05 13:00:00,2022-12-19 01:00:00,,108.0,2021.5277777777778,2021.0,2021.0,2022.0,2022.0,2022.0,0.5015552137090731,108.0,6.361111111111111,1.0,3.0,6.0,9.0,12.0,3.3221385223031743,108.0,15.731481481481481,1.0,8.75,16.0,23.0,31.0,8.70020569257485
Santo Amaro,O3,55742.0,32.74828674966811,0.0,9.0,27.0,46.0,243.0,30.713538623689026,55742,2018-08-15 17:26:03.044024320,2015-01-01 01:00:00,2016-10-22 01:15:00,2018-07-11 15:30:00,2020-04-14 09:45:00,2023-01-01 00:00:00,,55742.0,2018.135301926734,2015.0,2016.0,2018.0,2020.0,2022.0,2.1658489609590332,55742.0,6.354167414158085,1.0,3.0,6.0,9.0,12.0,3.440519726860574,55742.0,15.656183847009437,1.0,8.0,16.0,23.0,31.0,8.795510485923348
Santo Amaro,PTS,278.0,43.39568345323741,6.0,25.0,36.0,54.75,152.0,27.771532760034592,278,2018-12-17 21:48:20.719424256,2015-01-09 01:00:00,2016-05-06 13:00:00,2019-02-22 01:00:00,2021-06-15 13:00:00,2022-12-19 01:00:00,,278.0,2018.4676258992806,2015.0,2016.0,2019.0,2021.0,2022.0,2.5655371026134803,278.0,6.471223021582734,1.0,3.25,7.0,9.0,12.0,3.385715258685777,278.0,15.43525179856115,1.0,8.0,15.5,22.0,31.0,8.606171602260783
Santo André - Capuava,MP10,65887.0,28.063214291134823,0.0,13.0,22.0,37.0,579.0,21.84276102966899,65887,2018-12-28 07:00:49.175102720,2015-01-01 01:00:00,2016-12-26 20:30:00,2018-12-05 21:00:00,2021-01-30 19:30:00,2023-01-01 00:00:00,,65887.0,2018.4940428309076,2015.0,2016.0,2018.0,2021.0,2022.0,2.3153589712784095,65887.0,6.468241079423862,1.0,3.0,6.0,10.0,12.0,3.4718465490351917,65887.0,15.719459073868897,1.0,8.0,16.0,23.0,31.0,8.782202188191908
